year,month,day,exec_order_no,usc_title,usc_section,status
1967,,25,11337,26,6103 nt,
1967,,27,11338,5,5317 nt,Elim.
1967,,30,11340,49,102 nt,
1967,Apr.,20,11345,42,1962b nt,Elim.
1967,,,11346,5,5317 nt,Elim.
1967,,,11348,5,4103 nt,
1967,May,22,11351,22,288 nt,
1967,,23,11354,4,42 nt,
1967,,,,44,1505 nt,
1967,,26,11355,50 App.,2160 nt,Elim.
1967,June,6,11357,49,30101 nt,
1967,,,11358,26,6103 nt,
1967,,20,11359,42,1962b nt,Elim.
1967,,29,11359A,16,17k nt,Elim.
1967,July,20,11363,22,288 nt,
1967,Aug.,4,11366,10,12303 nt,
1967,,18,11367,5,5317 nt,Elim.
1967,,28,11368,26,4911 nt,Elim.
1967,,29,11369,5,5317 nt,Elim.
1967,,30,11370,26,6103 nt,
1967,Sept.,6,11371,42,1962b nt,Elim.
1967,,18,11372,22,288 nt,
1967,,20,11373,40,672 nt,Elim.
1967,Oct.,11,11374,51,nt. prec. 30501,
1967,,13,11375,42,2000e nt,
1967,,17,11376,42,3001 nt,Elim.
1967,Nov.,8,11380,22,2454 nt,
1967,,,11381,42,1862 nt,Elim.
1967,,28,11382,5,5921 nt,
1967,,,,10,802 nt,
1967,,,,10,1129 nt,
1967,,,,10,2603 nt,
1967,,,,10,7276 nt,
1967,,,,10,10149 nt,
1967,,,,23,313 nt,Elim.
1967,,,,31,203 nt,Elim.
1967,,,,33,981 nt,
1967,,,,33,1051 nt,Elim.
1967,,,,37,301 nt,
1967,,,,49,322 nt,Elim.
1967,,,,49,40107 nt,
1967,,,,49,40120 nt,
1967,,,,50,3161 nt,Elim.
1967,,,,50,3161 nt,
1967,,,,50,1431 nt,
1967,,30,11383,26,6103 nt,
1967,Dec.,1,11384,5,5317 nt,Elim.
1967,,16,11385,5,5317 nt,Elim.
1967,,28,11386,42,3121 nt,Elim.
1968,Jan.,1,11387,12,95a nt,Elim.
1968,,15,11388,5,3347 nt,Elim.
1968,,22,11389,5,5317 nt,Elim.
1968,,,11390,3,301 nt,
1968,Feb.,7,11396,34,nt. prec. 10101,
1968,Mar.,6,11399,25,nt. prec. 1,Elim.
1968,,11,11400,5,5317 nt,Elim.
1968,,29,11402,16,17k nt,Elim.
1968,Apr.,10,11406,10,12303 nt,Elim.
1968,,25,11408,5,"3301 nt, 7301 nt",
1968,,29,11409,5,5317 nt,Elim.
1968,June,11,11413,5,5332 nt,Elim.
1968,,,11414,37,203 nt,Elim.
1968,,24,11415,50 App.,454 nt,Elim.
1968,,,11416,5,5317 nt,Elim.
1968,July,24,11417,22,2381 nt,Elim.
1968,,29,11419,22,287c nt,Elim.
1968,,31,11420,12,635j nt,
1968,Aug.,9,11421,5,5317 nt,Elim.
1968,,15,11422,42,3121 nt,Elim.
1968,,16,11423,3,301 nt,Elim.
1968,,29,11424,37,301 nt,
1968,,30,11425,19,1871 nt,Elim.
1968,,31,11426,42,5195 nt,Elim.
1968,Sept.,4,11427,46 App.,1111 nt,Elim.
1968,,5,11428,49,322 nt,Elim.
1968,,9,11429,38,111 nt,
1968,Oct.,22,11432,22,1934 nt,Elim.
1968,Nov.,8,11434,22,3930 nt,Elim.
1968,,21,11435,22,1323 nt,
1968,Dec.,2,11436,10,6372 nt,Elim.
1968,,,11437,10,5751 nt,Elim.
1968,,3,11438,10,1124 nt,
1968,,11,11440,44,2109 nt,
1968,,23,11441,5,5317 nt,Elim.
1969,Jan.,16,11446,5,7342 nt,
1969,,,11448,10,nt. prec. 1121,
1969,,17,11449,19,1356m nt,Elim.
1969,,19,11451,5,4103 nt,Elim.
1969,,23,11452,42,3531 nt,Elim.
1969,,24,11453,15,1023 nt,Elim.
1969,Feb.,7,11454,26,6103 nt,
1969,,14,11455,42,4271 nt,Elim.
1969,,,11456,3,106 nt,
1969,Mar.,4,11457,26,6103 nt,
1969,,5,11458,15,631 nt,Elim.
1969,,20,11460,50,3023 nt,Elim.
1969,,27,11461,26,6103 nt,
1969,Apr.,1,11463,5,5317 nt,Elim.
1969,,3,11464,26,4911 nt,Elim.
1969,,10,11465,26,6103 nt,
1969,,18,11466,42,2962 nt,Elim.
1969,May,1,11467,16,1025 nt,Elim.
1969,,10,11468,5,5317 nt,Elim.
1969,,26,11470,42,2701 nt,Elim.
1969,,29,11472,42,4321 nt,
1969,June,14,11473,37,301 nt,
1969,,16,11474,5,5332 nt,Elim.
1969,,,11475,37,203 nt,Elim.
1969,Aug.,7,11477,42,2187 nt,
1969,,8,11478,42,2000e nt,
1969,Sept.,9,11480,29,791 nt,Elim.
1969,,22,11482,29,171 nt,Elim.
1969,,23,11483,26,6103 nt,
1969,,29,11484,22,288 nt,
1969,Oct.,6,11487,5,3345 nt,Elim.
1969,,27,11489,5,5317 nt,Elim.
1969,,28,11490,42,5195 nt,Elim.
1969,,29,11491,5,7101 nt,
1969,Nov.,13,11493,42,3121 nt,Elim.
1969,,18,11495,42,1855aaa nt,Elim.
1969,Dec.,1,11498,10,1171 nt,
1969,,11,11499,5,5317 nt,Elim.
1969,,12,11500,42,3531 nt,Elim.
1969,,22,11501,22,2751 nt,Elim.
1969,,,11502,42,1881 nt,
1970,Jan.,14,11504,5,5317 nt,Elim.
1970,,21,11505,26,6103 nt,
1970,Feb.,2,11506,26,4917 nt,Elim.
1970,,4,11507,42,7401 nt,
1970,,,,42,7418 nt,Elim.
1970,,10,11508,40,486 nt,Elim.
1970,,16,11510,5,5317 nt,Elim.
1970,,27,11511,37,301 nt,
1970,,,11512,40,490 nt,Elim.
1970,Mar.,5,11514,42,4321 nt,
1970,,13,11515,5,4504 nt,
1970,,,,23,313 nt,
1970,,,,42,2571 nt,Elim.
1970,,19,11516,5,5317 nt,Elim.
1970,,,11517,18,3193 nt,
1970,,20,11518,15,639 nt,
1970,,26,11521,5,3302 nt,
1970,Apr.,6,11522,42,5195 nt,Elim.
1970,,9,11523,42,4321 nt,
1970,,15,11524,5,5332 nt,Elim.
1970,,,11525,37,203 nt,Elim.
1970,,22,11526,42,nt. prec. 4411,Elim.
1970,,24,11528,42,1962b nt,Elim.
1970,,,11529,21,nt. prec. 171,Elim.
1970,May,26,11530,7,1762 nt,
1970,,,11531,5,4102 nt,Elim.
1970,June,4,11533,50 App.,2403 nt,Elim.
1970,,,11534,18,nt. prec. 1,Elim.
1970,,12,11535,26,6103 nt,
1970,,30,11539,7,1854 nt,
1970,July,1,11540,5,5317 nt,Elim.
1970,,,11541,31,501 nt,Elim.
1970,,2,11542,5,5317 nt,Elim.
1970,,8,11544,10,nt. prec. 1121,Elim.
1970,,9,11545,10,1125 nt,
1970,,10,11547,42,nt. prec. 2711,Elim.
1970,,20,11548,33,1251 nt,Elim.
1970,,28,11549,18,2152 nt,
1970,,30,11550,5,5317 nt,Elim.
1970,Aug.,11,11551,25,nt. prec. 1,Elim.
1970,,24,11552,5,3584 nt,
1970,,29,11554,10,5707 nt,Elim.
1970,Sept.,4,11556,42,5195 nt,Elim.
1970,,,,47,305 nt,Elim.
1970,,23,11560,40,486 nt,Elim.
1970,,25,11561,42,5055 nt,
1970,Oct.,6,11564,15,1517 nt,
1970,,13,11565,3,110 nt,
1970,Nov.,16,11567,15,1511 nt,Elim.
1970,,24,11570,39,504 nt,
1970,Dec.,23,11574,33,407 nt,Elim.
1970,,31,11575,42,nt. prec. 4411,Elim.
1971,Jan.,8,11576,5,5332 nt,Elim.
1971,,,11577,37,203 nt,Elim.
1971,,13,11578,42,1962b nt,Elim.
1971,,19,11579,22,2191 nt,
1971,,20,11581,5,5317 nt,Elim.
1971,Feb.,11,11582,5,6103 nt,
1971,,24,11583,42,3501 nt,
1971,Mar.,3,11584,26,6103 nt,
1971,,15,11587,5,5317 nt,Elim.
1971,Apr.,1,11589,5,3376 nt,
1971,,23,11590,18,201 nt,Elim.
1971,,,,42,2000e nt,
1971,,,11591,37,301 nt,
1971,May,6,11592,3,301 nt,
1971,,13,11593,54,300101 nt,
1971,,26,11595,42,3501 nt,
1971,June,5,11596,22,288 nt,
1971,,16,11598,5,3301 nt,Elim.
1971,,17,11599,21,801 nt,Elim.
1971,,29,11601,3,301 nt,
1971,,,11602,42,7606 nt,Elim.
1971,,30,11603,22,2501 nt,Elim.
1971,July,2,11604,5,5317 nt,Elim.
1971,,,11605,5,7311 nt,Elim.
1971,,19,11607,42,4712 nt,Elim.
1971,,,11608,42,3121 nt,Elim.
1971,,22,11609,3,301 nt,
1971,,,11610,50,1431 nt,
1971,,26,11611,26,6103 nt,
1971,,,11612,5,7902 nt,Elim.
1971,Aug.,2,11613,42,1962b nt,Elim.
1971,,15,11615,12,1904 nt,Elim.
1971,,26,11616,5,7101 nt,
1971,Sept.,2,11617,12,1904 nt,Elim.
1971,Oct.,4,11621,29,176 nt,Elim.
1971,,5,11622,29,176 nt,Elim.
1971,,12,11623,50,3809 nt,
1971,,,11624,26,6103 nt,
1971,,13,11625,15,631 nt,
1971,,15,11627,12,1904 nt,Elim.
1971,,30,11630,12,1904 nt,Elim.
1971,Nov.,9,11631,26,6103 nt,
1971,,22,11632,12,1904 nt,Elim.
1971,Dec.,3,11633,22,1928 nt,
1971,,6,11634,5,5317 nt,Elim.
1971,,9,11635,42,1962b nt,Elim.
1971,,17,11636,22,3901 nt,Elim.
1971,,22,11637,5,5332 nt,Elim.
1971,,,11638,37,203 nt,Elim.
1972,Jan.,11,11639,5,5305 nt,Elim.
1972,,26,11640,12,1904 nt,Elim.
1972,,28,11641,21,801 nt,Elim.
1972,Feb.,8,11643,42,4321 nt,Elim.
1972,,,11644,42,4321 nt,
1972,,,11645,14,2943 nt,
1972,,,11646,42,1962b nt,Elim.
1972,,10,11647,31,501 nt,Elim.
1972,,16,11649,18,713 nt,
1972,,,11650,26,6103 nt,Elim.
1972,Mar.,3,11651,7,1854 nt,
1972,,8,11652,50,3161 nt,Elim.
1972,,13,11654,15,278f nt,Elim.
1972,,14,11655,26,6103 nt,
1972,,,11656,26,6103 nt,
1972,,22,11658,42,1962b nt,Elim.
1972,,,11659,42,1962b nt,Elim.
1972,,23,11660,12,1904 nt,Elim.
1972,,24,11661,20,1 nt,Elim.
1972,,29,11662,42,nt. prec. 4411,Elim.
1972,Apr.,21,11668,42,3531 nt,
1972,June,5,11671,5,1002 nt,Elim.
1972,,6,11672,39,2002 nt,
1972,,29,11674,12,1904 nt,Elim.
1972,July,27,11676,5,5317 nt,Elim.
1972,,,,21,801 nt,Elim.
1972,Aug.,1,11677,50 App.,2403 nt,Elim.
1972,,21,11680,5,3347 nt,Elim.
1972,,29,11682,26,6103 nt,
1972,,,11683,50 App.,2403 nt,Elim.
1972,,30,11684,10,5707 nt,Elim.
1972,Sept.,25,11685,22,2381 nt,Elim.
1972,,,,22,2751 nt,Elim.
1972,Oct.,7,11686,5,1002 nt,Elim.
1972,Dec.,1,11688,25,nt. prec. 1,Elim.
1972,,5,11689,22,288h nt,
1972,,14,11690,3,301 nt,
1972,,15,11691,5,5332 nt,Elim.
1972,,,11692,37,203 nt,Elim.
1973,Jan.,11,11695,12,1904 nt,Elim.
1973,,17,11697,26,6103 nt,
1973,,24,11701,38,4212 nt,
1973,,25,11702,15,1023 nt,Elim.
1973,,,,42,3501 nt,
1973,Feb.,7,11703,19,1862 nt,
1973,Mar.,8,11706,26,6103 nt,Elim.
1973,,12,11707,42,1962b nt,Elim.
1973,,23,11708,5,5317 nt,Elim.
1973,,27,11709,26,6103 nt,
1973,Apr.,4,11710,29,141 nt,Elim.
1973,,13,11711,26,6103 nt,
1973,,18,11712,15,761 nt,Elim.
1973,,21,11713,3,301 nt,
1973,,24,11714,50,3161 nt,Elim.
1973,,,11715,5,5317 nt,Elim.
1973,,26,11716,37,301 nt,
1973,May,9,11717,31,501 nt,
1973,,14,11718,22,288 nt,
1973,,17,11719,26,6103 nt,
1973,,,11720,26,6103 nt,
1973,,23,11721,5,5304 nt,Elim.
1973,June,9,11722,26,6103 nt,
1973,,13,11723,12,1904 nt,Elim.
1973,,25,11724,40,486 nt,Elim.
1973,,27,11725,42,5195 nt,Elim.
1973,,29,11726,15,761 nt,Elim.
1973,July,6,11727,5,5317 nt,Elim.
1973,,,,21,801 nt,
1973,,12,11728,37,301 nt,
1973,,,11729,29,141 nt,Elim.
1973,,18,11730,12,1904 nt,Elim.
1973,,23,11731,31,501 nt,Elim.
1973,,30,11732,3,301 nt,
1973,,,11733,10,1216 nt,
1973,,,11734,42,1881 nt,
1973,Aug.,3,11735,33,1321 nt,Elim.
1973,,6,11736,5,5317 nt,Elim.
1973,Sept.,7,11737,42,1962b nt,Elim.
1973,,10,11738,42,7606 nt,
1973,Oct.,3,11739,5,5332 nt,Elim.
1973,,,11740,37,203 nt,Elim.
1973,,23,11742,33,1251 nt,
1973,,,11743,19,1862 nt,Elim.
1973,Nov.,7,11746,42,5195 nt,Elim.
1973,,,11747,42,1962a-3 nt,
1973,Dec.,4,11748,15,754 nt,Elim.
1973,,10,11749,42,"5121 nt, 5195 nt",Elim.
1973,,15,11751,15,260a nt,
1973,,17,11752,42,4331 nt,Elim.
1973,,20,11753,50 App.,2401 nt,Elim.
1973,,26,11754,26,4911 nt,Elim.
1973,,29,11755,18,3622 nt,
1974,Jan.,15,11758,29,701 nt,
1974,,,11759,15,1511 nt,Elim.
1974,,17,11760,22,288 nt,
1974,,,11761,20,1221 nt,Elim.
1974,,,11762,38,1733 nt,
1974,,21,11764,42,2000d-1 nt,Elim.
1974,,,11765,10,7305 nt,Elim.
1974,,29,11766,26,4911 nt,Elim.
1974,Feb.,19,11767,22,288 nt,
1974,,20,11768,5,5317 nt,Elim.
1974,,21,11769,5,1002 nt,Elim.
1974,,,11770,22,2454 nt,
1974,Mar.,18,11771,22,288i nt,Elim.
1974,,21,11772,22,1975 nt,
1974,,26,11774,5,5317 nt,Elim.
1974,,,11775,15,761 nt,
1974,,28,11776,42,nt. prec. 6000,Elim.
1974,,,,42,nt. prec. 2661,Elim.
1974,Apr.,12,11777,5,5332 nt,Elim.
1974,,,11778,37,203 nt,Elim.
1974,,19,11779,3,301 nt,
1974,,22,11780,5,5317 nt,Elim.
1974,May,6,11782,12,2281 nt,Elim.
1974,,30,11784,3,301 nt,
1974,,,,29,701 nt,
1974,June,4,11785,5,7311 nt,
1974,,7,11786,26,6103 nt,
1974,,11,11787,5,7701 nt,Elim.
1974,,18,11788,12,1904 nt,Elim.
1974,,25,11789,22,2841 nt,Elim.
1974,,,11790,15,761 nt,
1974,July,10,11793,5,3347 nt,Elim.
1974,,11,11795,42,5121 nt,
1974,,31,11797,7,2204b-1 nt,Elim.
1974,Aug.,14,11798,50 App.,2403 nt,Elim.
1974,,17,11799,10,5707 nt,Elim.
1974,,,11800,37,301a nt,
1974,Sept.,16,11803,50,3811 nt,
1974,,,11804,50,3811 nt,
1974,,20,11805,26,6103 nt,Elim.
1974,,28,11807,5,7902 nt,Elim.
1974,,30,11808,22,2841 nt,Elim.
1974,,,11809,29,141 nt,Elim.
1974,Oct.,7,11811,5,5332 nt,Elim.
1974,,,11812,37,1009 nt,Elim.
1974,,,11813,5,3301 nt,Elim.
1974,,11,11814,42,5818 nt,Elim.
1974,,23,11815,40,71c nt,Elim.
1974,,,11816,22,2381 nt,Elim.
1974,Nov.,5,11817,5,3307 nt,
1974,,,11818,50 App.,2403 nt,Elim.
1974,,16,11819,42,5818 nt,Elim.
1974,,27,11821,12,1904 nt,Elim.
1974,Dec.,10,11822,5,3345 nt,Elim.
1974,,12,11823,29,141 nt,
1974,,31,11825,3,301 nt,
1974,,,,12,95a nt,Elim.
1974,,,,12,248 nt,Elim.
1975,Jan.,4,11827,5,1013 nt,Elim.
1975,,6,11829,25,640d nt,Elim.
1975,,9,11830,29,791 nt,
1975,,,11831,5,5317 nt,Elim.
1975,,13,11833,5,5520 nt,Elim.
1975,,15,11834,42,5801 nt,Elim.
1975,,27,11836,18,2117 nt,Elim.
1975,,30,11837,50,3811 nt,
1975,Feb.,6,11838,5,7101 nt,
1975,,15,11839,5,3301 nt,Elim.
1975,,28,11841,22,2381 nt,Elim.
1975,,,11842,50,3811 nt,
1975,Mar.,18,11843,5,5317 nt,Elim.
1975,,24,11844,19,2462 nt,Elim.
1975,,,11845,2,685 nt,
1975,,27,11846,19,2111 nt,
1975,Apr.,1,11849,29,171 nt,Elim.
1975,,8,11850,50,1512 nt,
1975,,10,11851,7,1854 nt,
1975,,17,11853,25,640d nt,Elim.
1975,,24,11854,19,2432 nt,
1975,May,1,11855,42,5818 nt,Elim.
1975,,7,11856,5,3301 nt,Elim.
1975,,,11857,50,3811 nt,
1975,,,11858,50,4565 nt,
1975,,,11859,26,6103 nt,
1975,,21,11861,5,5317 nt,Elim.
1975,June,11,11862,50,3161 nt,Elim.
1975,,12,11863,5,5520 nt,Elim.
1975,,13,11864,5,5317 nt,Elim.
1975,,16,11865,22,2841 nt,Elim.
1975,,18,11866,22,288 nt,
1975,,19,11867,29,701 nt,Elim.
1975,,,,31,7103 nt,Elim.
1975,July,18,11870,42,4321 nt,Elim.
1975,,,11871,15,641 nt,Elim.
1975,,21,11872,5,5317 nt,Elim.
1975,,25,11874,42,2996k nt,
1975,Sept.,2,11877,5,5317 nt,Elim.
1975,,10,11878,50,3811 nt,
1975,,17,11879,42,300j nt,
1975,Oct.,2,11880,5,3345 nt,Elim.
1975,,3,11881,42,659 nt,Elim.
1975,,6,11882,42,1962b nt,Elim.
1975,,,11883,5,5332 nt,Elim.
1975,,15,11885,5,5317 nt,Elim.
1975,Nov.,4,11887,5,3301 nt,Elim.
1975,,24,11888,19,"1202, 2462 nt",Elim.
1975,Dec.,10,11890,22,287 nt,
1975,,31,11892,31,501 nt,Elim.
1975,,,11893,31,7103 nt,
1976,Jan.,3,11894,19,2111 nt,
1976,,6,11895,5,4102 nt,
1976,,13,11896,22,2348 nt,Elim.
1976,,,11897,37,301 nt,
1976,,14,11898,5,5317 nt,Elim.
1976,,22,11899,25,5323 nt,
1976,,,11900,26,6103 nt,
1976,,30,11901,5,7101 nt,
1976,Feb.,2,11902,42,5841 nt,Elim.
1976,,,11903,22,2841 nt,Elim.
1976,,6,11904,10,nt. prec. 1121,
1976,,18,11905,50,3001 nt,Elim.
1976,,26,11906,19,"1202, 2462 nt",Elim.
1976,Mar.,1,11907,50 App.,2403 nt,Elim.
1976,,18,11908,5,5317 nt,Elim.
1976,Apr.,13,11910,42,5121 nt,
1976,,,11911,16,1537 nt,Elim.
1976,,,11912,42,6201 nt,
1976,,26,11913,19,2251 nt,
1976,,28,11914,29,794 nt,Elim.
1976,May,10,11915,5,1013 nt,Elim.
1976,,28,11916,18,713 nt,
1976,,,11917,42,4321 nt,Elim.
1976,June,1,11918,42,2211 nt,
1976,,9,11919,18,4204 nt,Elim.
1976,,10,11920,49,41307 nt,Elim.
1976,,11,11921,42,5195 nt,Elim.
1976,,,,47,305 nt,Elim.
1976,,16,11922,22,2603 nt,
1976,,29,11925,10,5707 nt,Elim.
1976,July,19,11926,10,nt. prec. 1121,
1976,,22,11927,5,5317 nt,Elim.
1976,,26,11929,37,301 nt,
1976,,30,11930,15,761 nt,Elim.
1976,Aug.,3,11931,22,288g nt,
1976,,4,11932,50,3161 nt,
1976,,25,11933,15,761 nt,
1976,,30,11934,19,"1202, 2462 nt",Elim.
1976,Sept.,2,11935,5,3301 nt,Elim.
1976,,29,11938,5,5941 nt,
1976,,30,11939,37,301 nt,
1976,,,11940,50 App.,2403 nt,Elim.
1976,Oct.,1,11941,5,5332 nt,Elim.
1976,,25,11943,5,5332 nt,Elim.
1976,,,11944,48,1681 nt,Elim.
1976,Nov.,8,11947,19,2111 nt,
1976,Dec.,20,11948,5,1013 nt,Elim.
1976,,31,11949,12,1904 nt,Elim.
1977,Jan.,6,11950,50,2001 nt,Elim.
1977,,,11951,7,1854 nt,
1977,,7,11952,22,1065 nt,Elim.
1977,,,11953,42,5195 nt,Elim.
1977,,,11954,40,486 nt,Elim.
1977,,10,11955,5,3301 nt,
1977,,13,11956,50 App.,2153 nt,Elim.
1977,,,11957,5,3345 nt,Elim.
1977,,18,11958,22,2751 nt,Elim.
1977,,,11959,22,2381 nt,Elim.
1977,,19,11960,19,"1202, 2462 nt",Elim.
1977,,,11961,22,3101 nt,
1977,,,11962,22,3107 nt,Elim.
1977,,,11963,7,1691 nt,Elim.
1977,,,11964,33,1602 nt,
1977,,,11965,10,nt. prec. 1121,
1977,,,11966,22,288 nt,
1977,,21,11967,50,3811 nt,
1977,,31,11968,5,5520 nt,Elim.
1977,Feb.,2,11969,15,717 nt,Elim.
1977,,5,11970,22,3942 nt,Elim.
1977,,14,11972,28,44 nt,Elim.
1977,,17,11973,42,nt. prec. 6000,Elim.
1977,,25,11974,19,"1202, 2462 nt",Elim.
1977,Mar.,7,11975,22,2841 nt,Elim.
1977,,11,11976,5,5317 nt,Elim.
1977,,14,11977,22,"286b nt, 288 nt",
1977,,18,11978,22,287c nt,Elim.
1977,,29,11981,31,3105 nt,
1977,May,4,11983,5,5317 nt,Elim.
1977,,,11984,50,3023 nt,
1977,,13,11985,50,3001 nt,Elim.
1977,,20,11986,5,5317 nt,Elim.
1977,,24,11987,42,4321 nt,Elim.
1977,,,11988,42,4321 nt,
1977,,,11989,42,4321 nt,
1977,,,11990,42,4321 nt,
1977,,,11991,42,4321 nt,
1977,,,11992,28,nt. prec. chap. 1,Elim.
1977,,,11993,28,44 nt,Elim.
1977,June,1,11994,50,3001 nt,Elim.
1977,,8,11995,5,5317 nt,Elim.
1977,,22,11997,5,5520 nt,
1977,,27,11998,37,1009 nt,Elim.
1977,,,11999,5,5317 nt,Elim.
1977,,29,12001,3,301 nt,
1977,July,7,12002,50,4603 nt,
1977,,20,12003,42,6201 nt,
1977,,,12004,5,5304 nt,Elim.
1977,,23,12005,19,1202 nt,Elim.
1977,Aug.,22,12007,5,1013 nt,
1977,,,,15,631 nt,
1977,,,,22,3107 nt,Elim.
1977,,,,42,2000e nt,Elim.
1977,,,,42,"3501 nt, 4321 nt",
1977,,25,12008,5,3301 nt,Elim.
1977,Sept.,13,12009,42,7341 nt,Elim.
1977,,28,12010,5,5332 nt,Elim.
1977,Oct.,7,12013,22,"286f nt, 3101 nt",
1977,,,,31,501 nt,Elim.
1977,,,,31,1104,
1977,,19,12014,5,4504 nt,
1977,,26,12015,5,3301 nt,
1977,Nov.,3,12017,10,802 nt,
1977,,,12019,10,nt. prec. 1121,
1977,,8,12020,38,3680 nt,
1977,,30,12021,5,3301 nt,Elim.
1977,Dec.,1,12022,15,nt. prec. 1,Elim.
1977,,,12023,50,2001 nt,Elim.
1977,,,12024,5,1002 nt,
1977,,,12025,5,5317 nt,Elim.
1977,,5,12026,42,7292 nt,
1977,,,12027,5,7101 nt,
1977,,,,22,3901 nt,Elim.
1977,,,,31,501 nt,Elim.
1977,,12,12028,3,nt. prec. 101,
1977,,14,12029,5,1013 nt,
1977,,15,12030,40,486 nt,Elim.
1977,,27,12032,19,"1202, 2462 nt",Elim.
1978,Jan.,10,12033,22,288 nt,
1978,,,12034,42,4992 nt,Elim.
1978,,20,12035,5,5317 nt,Elim.
1978,,24,12036,50,3001 nt,Elim.
1978,Feb.,3,12038,15,717 nt,Elim.
1978,,,,15,717b nt,
1978,,,,15,761 nt,
1978,,,,19,1862 nt,Elim.
1978,,,,31,501 nt,Elim.
1978,,,,42,1962b nt,Elim.
1978,,,,42,"2162 nt, 2187 nt",
1978,,,,42,5195 nt,Elim.
1978,,,,42,"6201 nt, 7151 nt",
1978,,,,50,3161 nt,
1978,,,,50,3161 nts,Elim.
1978,,,,50 App.,2153 nt,Elim.
1978,,24,12039,42,6601 nt,
1978,,,12040,42,5910 nt,Elim.
1978,,25,12041,19,"1202, 2462 nt",Elim.
1978,Mar.,7,12043,5,3301 nt,Elim.
1978,,23,12044,5,553 nt,Elim.
1978,,27,12045,3,nt. prec. 101,
1978,,,12046,42,5195 nt,Elim.
1978,,,,47,305 nt,
1978,,,,47,"606 nt, 721 nt",Elim.
1978,,,12047,22,2459 nt,
1978,,,12048,22,1461 nt,
1978,,,12049,10,111 nt,Elim.
1978,Apr.,4,12050,42,2000e nt,Elim.
1978,,7,12051,19,2432 nt,
1978,,,12052,15,nt. prec. 1,Elim.
1978,,27,12055,42,2155 nt,
1978,May,8,12057,42,2000e nt,Elim.
1978,,11,12058,22,3201 nt,
1978,,,12059,28,44 nt,Elim.
1978,,15,12060,5,5317 nt,Elim.
1978,,18,12061,15,631 nt,Elim.
1978,June,5,12063,10,867 nt,Elim.
1978,,,12064,26,7443 nt,Elim.
1978,,28,12065,50,3161 nt,Elim.
1978,,29,12066,22,2382 nt,Elim.
1978,,30,12067,42,2000e nt,
1978,,,12068,42,2000e-6 nt,
1978,,,12069,5,5317 nt,Elim.
1978,,,12070,5,5941 nt,Elim.
1978,July,12,12071,29,1001 nt,Elim.
1978,Aug.,16,12072,40,121 nt,
1978,,,12073,41,1701 nt,
1978,,,12074,31,501 nt,Elim.
1978,,,12075,42,1450 nt,Elim.
1978,,18,12076,5,5317 nt,Elim.
1978,Sept.,18,12080,44,1505 nt,
1978,,,12081,8,1440 nt,
1978,,19,12082,10,5707 nt,Elim.
1978,,27,12083,42,7101 nt,Elim.
1978,,,12084,28,133 nt,Elim.
1978,Oct.,5,12086,42,2000e nt,
1978,,7,12087,5,5332 nt,Elim.
1978,,13,12088,42,4321 nt,
1978,,23,12089,15,2401 nt,Elim.
1978,Nov.,1,12091,15,631 nt,Elim.
1978,,,12092,41,"401, 402 nt",Elim.
1978,,,12094,37,301 nt,
1978,,2,12096,15,1511 nt,Elim.
1978,,8,12097,28,44 nt,Elim.
1978,,,,28,133 nt,Elim.
1978,,17,12099,5,5317 nt,Elim.
1978,,,12101,22,254c nt,
1978,,,12102,19,2111 nt,
1978,Dec.,15,12104,19,2462 nt,Elim.
1978,,19,12105,42,659 nt,
1978,,28,12106,42,2000e-4 nt,
1978,,,,29,791 nts,Elim.
1978,,,,42,2000e nt,
1978,,,,42,3001 nt,Elim.
1978,,,12107,5,1101 nt,
1978,,,,5,"1302 nt, 5304 nt, 6301 nt",Elim.
1978,,,,25,5323 nt,
1978,,,,39,504 nt,
1978,,,,42,5195 nt,Elim.
1978,,,,50 App.,2160 nt,Elim.
1978,,,12108,29,1001 nt,
1978,,,12109,5,5948 nt,
1978,,,12110,5,1013 nt,Elim.
1979,Jan.,4,12111,5,5317 nt,Elim.
1979,,,12113,42,1962 nt,Elim.
1979,,,12114,42,4321 nt,
1979,,19,12115,36,2111 nt,
1979,,,12116,7,2020 nt,
1979,Feb.,6,12117,22,2151 nt,Elim.
1979,,,12118,22,2381 nt,Elim.
1979,,,,22,2751 nt,Elim.
1979,,14,12119,5,5317 nt,Elim.
1979,,26,12121,42,7101 nt,Elim.
1979,,,12122,3,nt. prec. 101,
1979,,,12123,43,1811 nt,Elim.
1979,,28,12124,19,1202,Elim.
1979,Mar.,15,12125,5,3301 nt,Elim.
1979,,29,12126,5,1101 nt,
1979,,31,12127,15,2201 nt,
1979,Apr.,4,12128,5,1101 nt,
1979,,,,22,3901 nt,Elim.
1979,,5,12129,42,2235 nt,Elim.
1979,,11,12130,42,5848 nt,Elim.
1979,May,4,12131,50,4601 nt,
1979,,9,12133,3,nt. prec. 101,Elim.
1979,,,12134,3,nt. prec. 101,
1979,,,12135,43,2000e nt,Elim.
1979,,15,12136,5,4103 nt,Elim.
1979,,16,12137,22,2501 nt,
1979,,18,12138,15,7101 nt,
1979,,23,12139,50,1802 nt,
1979,,,,50,3001 nt,Elim.
1979,,29,12140,15,754 nt,Elim.
1979,June,5,12141,42,1962 nt,Elim.
1979,,21,12142,15,719e nt,
1979,,22,12143,22,3301 nt,Elim.
1979,,,12144,42,2000e-4 nt,
